brow_lower_l,tongue_Scale_X,tongue_Scale__X,tongue_Scale_Y,tongue_Scale__Y,tongue_Scale_Z,tongue_Scale__Z,nose_out_l,nose_out_r,tongue_u,tongue_u_u,cheek_suck_r,brow_raise_d,mouth_stretch_u,tongue_u_d,tooth_d_d,tongue_d,tooth_r,tooth_d_u,cheek_UP,eye_blink1_l,eye_blink1_r,eye_blink2_l,eye_blink2_r,eye_lidTight_l,eye_lidTight_r,eye_shutTight_l,eye_shutTight_r,brow_lower_r,eye_upperLidRaise_l,eye_upperLidRaise_r,eye_downLidRaise_l,eye_downLidRaise_r,jaw_sideways_l,jaw_sideways_r,jaw_thrust_c,mouth_chew_c,mouth_chinRaise_d,mouth_chinRaise_u,brow_raise_c,mouth_dimple_l,mouth_dimple_r,mouth_funnel_dl,mouth_funnel_dr,mouth_funnel_ul,mouth_funnel_ur,mouth_lipCornerDepressFix_l,mouth_lipCornerDepressFix_r,mouth_lipCornerDepress_l,mouth_lipCornerDepress_r,brow_raise_l,mouth_lipCornerPullOpen_l,mouth_lipCornerPullOpen_r,mouth_lipCornerPull_l,mouth_lipCornerPull_r,mouth_lipStretchOpen_l,mouth_lipStretchOpen_r,mouth_lipStretch_l,mouth_lipStretch_r,mouth_lowerLipDepress_l,mouth_lowerLipDepress_r,brow_raise_r,mouth_lowerLipProtrude_c,mouth_oh_c,mouth_oo_c,mouth_pressFix_c,mouth_press_l,mouth_press_r,mouth_pucker_l,mouth_pucker_r,mouth_screamFix_c,mouth_sideways_l,cheek_puff_l,mouth_sideways_r,mouth_stretch_c,mouth_suck_dl,mouth_suck_dr,mouth_suck_ul,mouth_suck_ur,mouth_upperLipRaise_l,mouth_upperLipRaise_r,nose_wrinkle_l,nose_wrinkle_r,cheek_puff_r,tooth_l,eye_lookDown1_l,eye_lookDown2_l,eye_lookLeft_l,eye_lookRight_l,eye_lookUp_l,eye_lookDown1_r,eye_lookDown2_r,eye_lookLeft_r,cheek_raise_l,eye_lookRight_r,eye_lookUp_r,tongue_Rot_1X,tongue_Rot__1X,tongue_Rot_2X,tongue_Rot__2X,tongue_Rot_3X,tongue_Rot__3X,tongue_Rot_1Y,tongue_Rot__1Y,cheek_raise_r,tongue_Rot_2Y,tongue_Rot__2Y,tongue_Rot_3Y,tongue_Rot__3Y,tongue_Rot_1Z,tongue_Rot__1Z,tongue_Rot_2Z,tongue_Rot__2Z,tongue_Rot_3Z,tongue_Rot__3Z,cheek_suck_l
0,0,0,0,0,0,0,0,0,0,6.58E-05,0,0,1.16E-05,6.49E-05,0.002997338,0,0,-1.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.35E-05,0,0,0,0,0.000755835,0,1.99E-05,2.07E-05,0.184354976,0.184354976,0.174100608,0.174100608,0,0,0,0,0,5.34E-05,1.99E-05,0.008233326,0.008233326,0,0,0.000833021,0.000833021,0.050085418,0.050088022,0,0,0.003876388,-0.001854352,0,0.000986909,0.000986908,-0.002540026,-0.00254043,0,0,0,0,0.045177452,0.000802219,0.000802219,-0.002000369,-0.002000369,0.014515133,0.016841387,0.000805827,0.000805827,0,-3.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.18E-05,0,0,4.84E-05,3.87E-05,0.005673184,0,0,-3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182521,0,0,0,0,0.000398386,0,5.84E-05,5.88E-05,0.087343737,0.087343737,0.088586345,0.088586338,0,0,0,0,0,7.81E-05,5.85E-05,0.004206749,0.004206749,0,0,0.001825907,0.001825906,0.062189534,0.062230118,0,0,0.006229155,-0.00081963,0,0.000572714,0.000572713,-0.001157377,-0.001157625,0,0,0,0,0.132696077,0.001722046,0.001722046,0.000225286,0.000225287,0.026288427,0.027255701,0.000479544,0.000479544,0,-1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.67E-05,0,0,6.48E-05,6.51E-05,0.00509339,0,0,-4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324114,0,0,0,0,0.000308006,0,8.28E-05,8.27E-05,0.139510661,0.139510661,0.133808389,0.133808374,0,0,0,0,0,0.000110658,8.29E-05,0.007991963,0.007991962,0,0,0.001899194,0.001899194,0.100592449,0.100647956,0,0,0.008925561,-6.09E-05,0,0.00079126,0.000791261,-0.001998467,-0.001998765,0,0,0,0,0.156269714,1.23E-05,1.23E-05,-0.000562958,-0.000562957,0.008199116,0.0094363,0.000362157,0.000362157,0,-5.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.56E-05,0,0,8.23E-05,7.93E-05,0.005317966,0,0,-6.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317461,0,0,0,0,0.000380627,0,0.000117853,0.000116488,0.195583478,0.195583478,0.178964421,0.178964421,0,0,0,0,0,0.000146578,0.000117909,0.010701953,0.010701952,0,0,0.000414976,0.000414976,0.107948638,0.108030848,0,0,0.008456014,-0.000308397,0,0.001531149,0.00153115,-0.003406383,-0.003406741,0,0,0,0,0.220617577,-0.000191139,-0.000191138,-0.000990116,-0.000990113,0.016916048,0.019242648,0.000654911,0.000654911,0,-6.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.87E-05,0,0,8.84E-05,7.34E-05,0.005918335,0,0,-4.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22E-05,0,0,0,0,0.000793568,0,0.000167729,0.00016557,0.170224503,0.170224503,0.161589742,0.161589757,0,0,0,0,0,0.000189661,0.000167737,0.00773581,0.007735809,0,0,-0.000382778,-0.000382778,0.021342598,0.021449544,0,0,0.006385408,-0.001249575,0,0.00183472,0.001834721,-0.003760155,-0.003760571,0,0,0,0,0.283977091,0.002103134,0.002103134,-0.000106991,-0.000106989,0.005137918,0.007204781,0.000621095,0.000621095,0,-5.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.44E-05,0,0,8.28E-05,6.23E-05,0.006007518,0,0,-4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28E-05,0,0,0,0,0.000707036,0,0.000136972,0.000135413,0.166762337,0.166762337,0.156643689,0.156643689,0,0,0,0,0,0.000159324,0.000136994,0.009608012,0.009608012,0,0,0.000276994,0.000276994,0.042863194,0.042948768,0,0,0.004052527,-0.001956149,0,0.002232103,0.002232102,-0.003561486,-0.003561856,0,0,0,0,0.231620103,0.002221952,0.002221951,0.00021599,0.000215991,0.00848753,0.010539424,0.000622888,0.000622888,0,-5.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.03E-05,0,0,8.70E-05,5.62E-05,0.004257677,0,0,-3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E-05,0,0,0,0,0.000791223,0,0.000118497,0.000117364,0.133967668,0.133967668,0.12329828,0.12329828,0,0,0,0,0,0.000142622,0.00011852,0.007529028,0.007529028,0,0,-0.001120151,-0.001120151,0.031791154,0.031879276,0,0,0.007366221,-0.001014984,0,0.001369585,0.001369584,-0.00304045,-0.003040789,0,0,0,0,0.240118578,0.002349725,0.002349726,-0.000260605,-0.000260602,0.020713929,0.022680148,0.000676472,0.000676472,0,-4.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.79E-05,0,0,4.62E-05,0.000125017,0.00237365,0,0,-2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23E-05,0,0,0,0,0.000870431,0,0.000103961,0.000102426,0.303706408,0.303706408,0.28850314,0.28850311,0,0,0,0,0,0.000142078,0.000104005,0.010741773,0.010741772,0,0,-4.55E-06,-4.55E-06,0.062355697,0.062408701,0,0,0.002036445,-0.003372234,0,0.002002837,0.002002837,-0.005122792,-0.00512336,0,0,0,0,0.169306725,0.000841004,0.000841003,-0.001783369,-0.001783368,0.005400577,0.008973045,0.000964864,0.000964864,0,-3.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000167726,0,0,5.20E-05,0.000110582,0.001047716,0,0,-8.59E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000321012,0,0,0,0,0.000706281,0,0.000171981,0.000170399,0.313040107,0.313040107,0.302259892,0.302259892,0,0,0,0,0,0.000217127,0.000172087,0.058783941,0.058783941,0,0,-0.000182629,-0.000182629,0.042394273,0.042433672,0,0,0.021582201,-0.002977645,0,0.002976122,0.002976122,-0.004448645,-0.004449235,0,0,0,0,0.126011133,0.00124306,0.001243062,-0.001656641,-0.001656638,0.002786784,0.006532272,0.000829602,0.000829602,0,2.97E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000188257,0,0,7.45E-05,8.41E-05,0.002635291,0,0,-1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000275186,0,0,0,0,0.001001818,0,0.00013979,0.000138589,0.340213329,0.340213329,0.304857492,0.304857492,0,0,0,0,0,0.000189542,0.000139888,0.069634825,0.069634825,0,0,-0.000398373,-0.000398374,0.069785863,0.069831692,0,0,0.119935289,-0.004918982,0,0.001997885,0.001997887,-0.003886007,-0.003886586,0,0,0,0,0.131420836,-0.000619483,-0.000619482,-0.003698202,-0.003698199,0.027510699,0.032625452,0.001190858,0.001190858,0,3.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000157845,0,0,3.44E-05,0.000125911,0.00556349,0,0,-6.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000362802,0,0,0,0,0.001007407,0,0.000129356,0.000127282,0.365370601,0.365370601,0.34139809,0.34139812,0,0,0,0,0,0.000170538,0.000129398,0.030856179,0.030856181,0,0,-0.000216852,-0.000216851,0.032390282,0.0324414,0,0,0.053480946,-0.005084683,0,0.003088204,0.003088203,-0.003498964,-0.00349959,0,0,0,0,0.166594028,0.00013776,0.00013776,-0.003324715,-0.003324712,0.01000852,0.01483226,0.001274446,0.001274446,0,6.33E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.69E-05,0,0,5.15E-05,0.000108987,0.005574704,0,0,-3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000297293,0,0,0,0,0.001201202,0,0.000152044,0.000149258,0.305289179,0.305289179,0.282761604,0.282761604,0,0,0,0,0,0.00018434,0.00015207,0.014148643,0.014148643,0,0,-0.001389109,-0.00138911,0.021082483,0.021157693,0,0,0.001119945,-0.002425903,0,0.002874171,0.002874171,-0.004519906,-0.004520399,0,0,0,0,0.215952709,0.001220811,0.001220811,-0.002197972,-0.002197968,0.004411993,0.008411586,0.001111291,0.001111291,0,-5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00019767,0,0,9.15E-05,8.43E-05,-0.000244905,0,0,3.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000182452,0,0,0,0,0.000746601,0,0.000140127,0.000139306,0.260777205,0.260777205,0.243069082,0.243069082,0,0,0,0,0,0.000181201,0.000140121,0.013238981,0.013238981,0,0,-0.002446864,-0.002446866,0.020313919,0.020403003,0,0,0.194300354,-0.003218083,0,0.002249714,0.002249714,-0.004159879,-0.004160276,0,0,0,0,0.242600173,0.000968293,0.000968294,-0.00261624,-0.002616236,0.005438577,0.008761341,0.000734784,0.000734784,0,2.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000273086,0,0,8.29E-05,4.74E-05,-0.000402155,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000218661,0,0,0,0,0.00070976,0,6.72E-05,6.86E-05,0.24169974,0.241699755,0.220828906,0.220828906,0,0,0,0,0,0.000111911,6.72E-05,0.025436914,0.025436912,0,0,-0.000985608,-0.000985607,0.035276596,0.035321753,0,0,0.326876938,-0.002181596,0,0.002739969,0.00273997,-0.002830084,-0.002830409,0,0,0,0,0.129744142,-5.42E-05,-5.42E-05,-0.002798432,-0.002798429,0.006667402,0.009801705,0.000601323,0.000601323,0,9.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000325659,0,0,9.89E-05,1.83E-05,0.000304296,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174909,0,0,0,0,0.000295023,0,5.56E-05,5.83E-05,0.158129334,0.158129349,0.159168184,0.159168169,0,0,0,0,0,8.92E-05,5.56E-05,0.006862441,0.006862442,0,0,0.001052617,0.001052616,0.021907993,0.021952836,0,0,0.419284523,-0.003086078,0,0.001958143,0.001958143,0.000923529,0.000923397,0,0,0,0,0.134913877,0.000352448,0.000352451,-0.002690576,-0.002690575,0.000621447,0.002007426,0.000140915,0.000140915,0,0.000147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000285199,0,0,0.000132504,-1.57E-05,-0.00176271,0,0,9.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000185358,0,0,0,0,0.006003804,0,2.57E-05,2.79E-05,0.132839039,0.132839024,0.131911725,0.131911725,0,0,0,0,0,5.32E-05,2.57E-05,0.031226737,0.031226739,0,0,0.001348999,0.001348997,0.04792089,0.047942102,0,0,0.336647183,-0.003281291,0,0.001378667,0.001378668,0.000266263,0.000266256,0,0,0,0,0.068611674,0.036563754,0.036563754,0.005674073,0.005674076,0.017666508,0.019210458,0.000299372,0.000299372,0,0.000138064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000366222,0,0,0.000135414,-1.56E-05,-0.005822698,0,0,9.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.20E-05,0,0,0,0,-5.51E-05,0,8.08E-05,8.49E-05,0.068003401,0.068003401,0.068127222,0.068127222,0,0,0,0,0,0.000129236,8.08E-05,0.036901988,0.036901984,0,0,-0.000998455,-0.000998455,0.007888164,0.007943659,0,0,0.536014438,-0.001587881,0,-0.000247581,-0.000247581,0.001981091,0.001981204,0,0,0,0,0.155566052,0.000830813,0.000830814,-0.002519842,-0.002519845,0.007542084,0.008226346,-0.00033241,-0.000332409,0,0.000188862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000267852,0,0,0.000210926,-1.40E-05,-0.003086945,0,0,6.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-05,0,0,0,0,0.000102488,0,0.000171238,0.000173797,0.037662096,0.037662096,0.037702311,0.037702311,0,0,0,0,0,0.000211448,0.000171208,0.032793961,0.032793958,0,0,-0.000970548,-0.000970548,0.012231469,0.012359811,0,0,0.429671526,0.008890365,0,0.000482476,0.000482476,0.062949166,0.062949143,0,0,0,0,0.316518009,0.001174034,0.001174036,-0.002015565,-0.002015562,0.005905669,0.00601275,-0.000412665,-0.000412664,0,9.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
